ID,순위,선수명,팀명,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,MH,RISP,PH-BA,XBH,GO,AO,GO/AO,GW RBI,BB/K,P/PA,ISOP,XR,GPA
55636,26,박재현,KIA,0.081,58,69,62,11,5,1,0,0,6,3,0,1,6,0,0,26,0,0.097,0.159,0.256,0,0.059,0.143,1,17,15,1.13,0,0.23,3.81,0.016,-0.4,0.096
53659,27,정해원,KIA,0.075,24,46,40,5,3,0,0,0,3,0,0,0,5,0,1,14,4,0.075,0.196,0.271,0,0.091,0.167,0,11,12,0.92,0,0.36,4.13,0.000,-1.4,0.107
69620,28,김기훈,KIA,0.000,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,0,0,0,-,0,0.00,3.00,0.000,-0.1,0.0
60337,28,김대유,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,0,0,0,-,0,-,-,-,0.0,0.0
68928,28,김시훈,KIA,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,0,0,0,-,0,-,-,-,0.0,0.0
69516,28,김현수,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,0,0,0,-,0,-,-,-,0.0,0.0
55632,28,이성원,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,0,0,0,-,0,-,-,-,0.0,0.0
65665,28,이준영,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,0,0,0,-,0,-,-,-,0.0,0.0
66609,28,전상현,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,0,0,0,-,0,-,-,-,0.0,0.0
50662,28,정해영,KIA,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,0,0,0,-,0,-,-,-,0.0,0.0
63342,28,조상우,KIA,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,0,0,0,-,0,-,-,-,0.0,0.0
51994,28,한재승,KIA,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,0,0,0,-,0,-,-,-,0.0,0.0
52641,28,황동하,KIA,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,0,0,0,-,0,-,-,-,0.0,0.0
50204,1,박지훈,두산,0.417,37,55,48,11,20,4,0,1,27,8,1,0,5,0,1,12,1,0.563,0.481,1.044,4,0.571,0.667,5,6,10,0.60,0,0.42,3.69,0.146,11.1,0.357
66233,2,홍성호,두산,0.346,9,27,26,3,9,1,0,2,16,3,0,0,1,1,0,8,0,0.615,0.370,0.985,3,0.25,0.333,3,2,7,0.29,1,0.13,3.96,0.269,5.3,0.32
76232,3,양의지,두산,0.337,130,517,454,56,153,27,1,20,242,89,0,6,50,6,7,63,10,0.533,0.406,0.939,44,0.375,0.5,48,94,150,0.63,5,0.79,3.71,0.196,91.6,0.316
51203,4,안재석,두산,0.319,35,147,135,25,43,16,1,4,73,20,1,0,11,1,0,27,3,0.541,0.370,0.911,15,0.5,0.0,21,27,38,0.71,4,0.41,3.63,0.222,23.4,0.302
55208,5,케이브,두산,0.299,136,593,538,72,161,28,6,16,249,87,0,8,43,1,4,116,7,0.463,0.351,0.814,52,0.31,0.0,50,129,140,0.92,7,0.37,3.78,0.164,89.1,0.274
55252,6,박준순,두산,0.284,91,298,282,34,80,11,2,4,107,19,2,3,10,1,1,56,6,0.379,0.307,0.686,19,0.246,0.0,17,82,67,1.22,4,0.18,3.33,0.096,32.4,0.233
54236,7,임종성,두산,0.277,33,89,83,7,23,4,0,2,33,11,1,1,3,0,1,26,1,0.398,0.307,0.705,4,0.333,1.0,6,17,18,0.94,3,0.12,3.74,0.120,10.2,0.238
64468,8,박계범,두산,0.263,94,198,175,23,46,9,2,1,62,27,7,1,14,0,1,45,4,0.354,0.319,0.673,9,0.345,0.3,12,56,29,1.93,2,0.31,3.96,0.091,19.5,0.232
50208,9,오명진,두산,0.263,107,371,331,38,87,14,4,4,121,41,7,3,27,1,3,94,3,0.366,0.321,0.687,22,0.235,0.25,22,89,64,1.39,3,0.29,3.65,0.103,40.1,0.236
79231,10,정수빈,두산,0.258,132,546,462,89,119,16,4,6,161,38,8,4,61,2,11,57,7,0.348,0.355,0.703,27,0.212,1.0,26,182,108,1.69,1,1.07,3.96,0.091,63.5,0.247
64153,11,양석환,두산,0.248,72,294,262,32,65,16,0,8,105,31,0,3,24,1,5,82,6,0.401,0.320,0.721,17,0.222,0.0,24,42,76,0.55,3,0.29,4.11,0.153,34.0,0.244
66112,12,김기연,두산,0.247,100,245,219,19,54,9,0,2,69,24,4,2,19,0,1,44,8,0.315,0.307,0.622,12,0.228,0.278,11,72,51,1.41,2,0.43,3.57,0.068,20.6,0.217
66209,13,조수행,두산,0.244,108,140,119,30,29,4,0,0,33,9,7,0,14,0,0,29,1,0.277,0.323,0.600,6,0.167,0.5,4,42,19,2.21,1,0.48,3.77,0.034,14.9,0.215
67207,14,이유찬,두산,0.242,89,311,269,36,65,8,1,1,78,16,6,1,33,0,2,66,4,0.290,0.328,0.618,11,0.194,0.0,10,72,67,1.07,1,0.50,4.02,0.048,29.4,0.22
78224,15,김재환,두산,0.241,103,407,344,42,83,13,2,13,139,50,0,2,57,3,4,96,4,0.404,0.354,0.758,19,0.253,0.0,28,73,94,0.78,6,0.59,3.87,0.163,53.8,0.26
52267,16,김동준,두산,0.237,36,100,93,8,22,3,0,2,31,10,1,0,5,0,1,30,2,0.333,0.283,0.616,3,0.259,0.333,5,22,19,1.16,1,0.17,3.38,0.097,8.1,0.211
63123,17,강승호,두산,0.236,115,400,360,51,85,19,3,8,134,37,2,3,24,2,11,113,7,0.372,0.302,0.674,19,0.224,0.333,30,85,80,1.06,3,0.21,3.79,0.136,42.0,0.229
53554,18,김민석,두산,0.228,95,247,228,21,52,7,3,1,68,21,2,3,12,1,2,62,3,0.298,0.269,0.567,12,0.254,0.118,11,59,58,1.02,5,0.19,3.82,0.070,18.4,0.196
66928,19,박준영,두산,0.225,41,126,111,9,25,8,0,1,36,10,1,1,10,0,3,32,1,0.324,0.304,0.628,6,0.179,0.0,9,19,36,0.53,0,0.31,3.97,0.099,12.2,0.218
68362,20,추재현,두산,0.222,34,87,81,7,18,3,1,1,26,7,2,0,3,0,1,17,2,0.321,0.259,0.580,3,0.111,0.286,5,29,17,1.71,1,0.18,3.89,0.099,6.0,0.197
63257,21,김인태,두산,0.213,106,225,183,17,39,10,1,3,60,25,0,1,36,0,5,57,2,0.328,0.356,0.684,4,0.25,0.341,14,42,46,0.91,3,0.63,4.36,0.115,24.9,0.242
55226,22,김준상,두산,0.200,9,17,15,1,3,1,0,0,4,0,1,0,0,0,1,8,0,0.267,0.250,0.517,1,0.0,0.0,1,3,1,3.00,0,0.00,3.65,0.067,1.0,0.179
69238,23,김대한,두산,0.194,16,37,36,1,7,0,0,1,10,5,0,0,1,0,0,6,0,0.278,0.216,0.494,2,0.167,0.0,1,13,10,1.30,0,0.17,3.70,0.083,1.8,0.167
55224,24,이선우,두산,0.182,10,11,11,0,2,1,0,0,3,0,0,0,0,0,0,2,0,0.273,0.182,0.455,0,0.0,0.333,1,3,4,0.75,0,0.00,4.36,0.091,0.4,0.15
54219,25,류현준,두산,0.136,17,22,22,2,3,0,0,0,3,1,0,0,0,0,0,6,1,0.136,0.136,0.272,0,0.143,0.25,0,11,2,5.50,0,0.00,3.18,0.000,-0.6,0.095
65269,26,김민혁,두산,0.118,10,21,17,2,2,0,0,1,5,1,0,0,4,0,0,6,0,0.294,0.286,0.580,0,0.0,0.0,1,3,6,0.50,0,0.67,3.86,0.176,1.9,0.202
54205,27,여동건,두산,0.105,19,21,19,6,2,0,0,0,2,2,0,0,2,0,0,2,1,0.105,0.190,0.295,0,0.333,0.333,0,11,4,2.75,0,1.00,3.76,0.000,-0.6,0.112
54214,28,전다민,두산,0.083,22,12,12,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0.083,0.083,0.166,0,0.5,0.0,0,6,5,1.20,0,-,3.25,0.000,-0.3,0.058
51269,29,강현구,두산,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,0,1,0,-,0,0.00,4.00,0.000,-0.2,0.0
72523,29,고효준,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,0,0,0,-,0,-,-,-,0.0,0.0
55216,29,김성재,두산,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,0,1,0,-,0,-,3.00,0.000,-0.1,0.0
74206,29,김재호,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,0,0,0,-,0,-,-,-,0.0,0.0
68830,29,김정우,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,0,0,0,-,0,-,-,-,0.0,0.0
54263,29,김택연,두산,-,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,0,0,0,-,0,-,-,-,0.0,0.0
55221,29,김한중,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,0,0,0,-,0,-,-,-,0.0,0.0
68269,29,김호준,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,0,0,0,-,0,-,-,-,0.0,0.0
53204,29,박민준,두산,0.000,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,0,0,1,0.00,0,0.00,4.00,0.000,-0.2,0.0
51298,29,박성재,두산,0.000,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.000,0.000,0.000,0,0.0,0.0,0,0,2,0.00,0,0.00,3.86,0.000,-0.7,0.0
68249,29,박신지,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,0,0,0,-,0,-,-,-,0.0,0.0
67266,29,박치국,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,0,0,0,-,0,-,-,-,0.0,0.0
55215,29,양재훈,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,0,0,0,-,0,-,-,-,0.0,0.0
66291,29,이영하,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,0,0,0,-,0,-,-,-,0.0,0.0
63202,29,장승현,두산,0.000,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0,0.0,0.0,0,2,0,-,0,-,3.00,0.000,-0.6,0.0
52208,29,천현재,두산,0.000,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0,0.0,0.0,0,3,0,-,0,-,3.33,0.000,-0.6,0.0
67263,29,최원준,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,0,0,0,-,0,-,-,-,0.0,0.0
55267,29,홍민규,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,0,0,0,-,0,-,-,-,0.0,0.0
54305,1,이재상,키움,0.5,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.5,0.5,1.0,0,0.0,0.0,0,0,0,-,0,0.0,3.0,0.0,0.4,0.35
65357,2,송성문,키움,0.315,144,646,574,103,181,37,4,26,304,90,0,3,68,5,1,96,6,0.53,0.387,0.917,53,0.372,0.333,67,139,161,0.86,8,0.71,3.79,0.214,114.9,0.307
51302,3,이주형,키움,0.313,11,17,16,2,5,0,0,0,5,2,0,0,1,0,0,7,0,0.313,0.353,0.666,1,0.6,0.143,0,2,2,1.00,0,0.14,3.88,0.0,1.8,0.237
76267,4,최주환,키움,0.275,120,506,459,45,126,31,1,12,195,74,0,6,36,2,5,66,8,0.425,0.33,0.755,33,0.291,0.5,44,112,161,0.70,6,0.55,4.07,0.15,64.2,0.255
53344,5,김동헌,키움,0.268,49,91,82,8,22,3,0,0,25,8,0,1,7,0,1,23,0,0.305,0.33,0.635,3,0.292,0.6,3,21,17,1.24,0,0.3,4.42,0.037,9.2,0.225
68305,6,변상권,키움,0.263,12,20,19,2,5,2,0,0,7,4,0,1,0,0,0,2,0,0.368,0.25,0.618,0,0.333,0.167,2,8,5,1.60,0,0.0,3.45,0.105,2.0,0.205
54444,7,카디네스,키움,0.253,86,361,320,33,81,15,1,7,119,42,0,3,32,2,6,67,7,0.372,0.33,0.702,21,0.284,0.0,23,79,96,0.82,1,0.48,3.37,0.119,39.7,0.242
50304,8,김병휘,키움,0.25,7,6,4,2,1,0,0,0,1,0,0,0,2,0,0,1,0,0.25,0.5,0.75,0,0.0,0.0,0,0,2,0.00,0,2.0,5.67,0.0,0.9,0.288
69332,8,주성원,키움,0.25,58,174,156,21,39,6,0,1,48,12,0,1,13,0,4,45,2,0.308,0.322,0.63,10,0.212,0.3,7,36,37,0.97,1,0.29,3.95,0.058,17.0,0.222
64340,10,임지열,키움,0.244,102,417,369,51,90,14,2,11,141,50,1,3,42,0,2,111,11,0.382,0.322,0.704,19,0.31,0.6,27,89,82,1.09,3,0.38,3.91,0.138,46.0,0.24
53312,11,김건희,키움,0.242,105,344,322,24,78,20,2,3,111,25,7,2,13,0,0,102,10,0.345,0.27,0.615,19,0.224,0.2,25,91,53,1.72,3,0.13,3.93,0.102,26.3,0.208
55326,12,스톤,키움,0.241,22,93,87,4,21,0,0,2,27,15,0,1,5,0,0,24,2,0.31,0.28,0.59,6,0.286,1.0,2,19,24,0.79,1,0.21,3.99,0.069,7.6,0.204
50167,13,이주형,키움,0.24,127,514,446,55,107,22,1,11,164,45,3,0,37,2,28,115,7,0.368,0.337,0.705,28,0.257,0.222,34,131,93,1.41,5,0.32,3.75,0.128,59.6,0.244
78756,14,오선진,키움,0.238,99,163,143,15,34,8,0,1,45,19,4,1,12,0,3,45,2,0.315,0.308,0.623,8,0.313,0.0,9,40,25,1.60,5,0.27,4.22,0.077,14.4,0.217
55392,15,어준서,키움,0.238,116,360,324,48,77,9,1,6,106,27,3,1,30,1,2,75,10,0.327,0.305,0.632,20,0.222,0.182,16,89,84,1.06,3,0.4,3.95,0.09,31.6,0.219
64346,16,임병욱,키움,0.233,52,140,133,12,31,4,3,2,47,13,1,1,5,0,0,33,3,0.353,0.259,0.612,6,0.29,0.222,9,41,29,1.41,0,0.15,3.73,0.12,11.6,0.205
64984,17,김태진,키움,0.233,94,304,279,27,65,11,2,5,95,25,2,3,20,1,0,53,6,0.341,0.281,0.622,15,0.156,0.214,18,79,85,0.93,0,0.38,3.8,0.108,26.6,0.212
55397,18,전태현,키움,0.231,77,207,182,20,42,5,0,0,47,10,3,2,20,0,0,59,2,0.258,0.304,0.562,8,0.282,0.267,5,37,46,0.80,0,0.34,4.45,0.027,16.7,0.201
50357,19,박주홍,키움,0.226,102,283,248,33,56,11,3,3,82,23,2,2,30,0,1,72,5,0.331,0.31,0.641,12,0.219,0.182,17,57,65,0.88,3,0.42,4.18,0.105,28.2,0.222
66838,20,김동엽,키움,0.222,9,29,27,2,6,2,0,0,8,2,0,0,2,0,0,11,1,0.296,0.276,0.572,2,0.5,0.0,2,3,7,0.43,0,0.18,4.14,0.074,1.8,0.198
54344,21,고영우,키움,0.217,14,26,23,4,5,1,0,0,6,2,1,0,2,0,0,6,2,0.261,0.28,0.541,1,0.3,0.0,1,7,5,1.40,0,0.33,3.5,0.043,1.0,0.191
74163,22,이용규,키움,0.216,14,41,37,7,8,1,0,0,9,0,1,0,3,0,0,8,1,0.243,0.275,0.518,2,0.143,0.0,1,14,7,2.00,0,0.38,3.76,0.027,2.4,0.185
52366,23,푸이그,키움,0.212,40,172,156,17,33,2,0,6,53,20,0,0,12,0,4,38,1,0.34,0.285,0.625,9,0.256,0.0,8,35,50,0.70,3,0.32,3.76,0.128,16.3,0.213
55339,24,염승원,키움,0.211,11,21,19,2,4,0,0,0,4,1,0,1,1,0,0,6,0,0.211,0.238,0.449,0,0.0,0.0,0,8,2,4.00,0,0.17,3.76,0.0,1.3,0.16
62332,25,김재현,키움,0.208,62,128,120,12,25,5,0,0,30,5,4,0,1,0,3,31,1,0.25,0.234,0.484,5,0.132,0.0,5,46,18,2.56,1,0.03,3.48,0.042,6.1,0.168
78135,26,이형종,키움,0.2,33,82,70,4,14,3,0,2,23,6,2,0,9,0,1,22,3,0.329,0.3,0.629,1,0.2,0.222,5,21,13,1.62,0,0.41,4.07,0.129,6.9,0.217
62925,27,강진성,키움,0.182,6,13,11,1,2,0,0,0,2,1,0,0,2,0,0,1,2,0.182,0.308,0.49,1,0.2,0.0,0,7,1,7.00,1,2.0,3.46,0.0,0.1,0.184
54394,28,송지후,키움,0.175,33,86,80,5,14,3,0,1,20,8,0,1,3,0,2,18,3,0.25,0.221,0.471,3,0.154,0.0,4,25,24,1.04,0,0.17,3.76,0.075,3.2,0.162
54307,29,원성준,키움,0.174,24,53,46,5,8,1,0,2,15,4,0,0,7,0,0,18,1,0.326,0.283,0.609,3,0.333,0.2,3,10,10,1.00,0,0.39,4.09,0.152,4.5,0.209
52305,30,박수종,키움,0.143,38,45,42,6,6,0,0,1,9,2,0,0,3,0,0,12,0,0.214,0.2,0.414,2,0.083,0.0,1,12,12,1.00,0,0.25,4.18,0.071,1.8,0.144
75566,30,이원석,키움,0.143,5,8,7,1,1,0,0,0,1,0,0,0,1,0,0,2,1,0.143,0.250,0.393,0,0.0,0.0,0,2,2,1.00,0,0.50,4.25,0.000,-0.1,0.148
51359,30,장재영,키움,0.143,10,16,14,1,2,0,0,0,2,2,0,0,2,0,0,7,0,0.143,0.250,0.393,0,0.333,0.0,0,2,3,0.67,0,0.29,3.63,0.000,0.7,0.148
55393,33,여동욱,키움,0.132,28,61,53,6,7,1,0,2,14,2,1,0,7,0,0,21,2,0.264,0.233,0.497,0,0.0,0.286,3,12,13,0.92,0,0.33,4.07,0.132,3.0,0.171
55371,34,권혁빈,키움,0.100,22,24,20,1,2,0,0,0,2,1,2,0,2,0,0,7,1,0.100,0.182,0.282,0,0.0,0.0,0,4,7,0.57,0,0.29,3.79,0.000,-0.3,0.107
65898,35,김웅빈,키움,0.083,10,31,24,1,2,0,0,0,2,0,1,0,6,0,0,7,2,0.083,0.267,0.350,0,0.0,0.0,0,6,9,0.67,0,0.86,4.23,0.000,0.3,0.141
55370,35,양현종,키움,0.083,12,14,12,1,1,0,0,0,1,0,0,0,2,0,0,5,0,0.083,0.214,0.297,0,0.0,0.0,0,2,4,0.50,0,0.40,4.50,0.000,0.2,0.117
53301,37,박윤성,키움,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,0,0,0,-,0,-,-,-,0.0,0.0
55394,37,박정훈,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,0,0,0,-,0,-,-,-,0.0,0.0
69328,37,박주성,키움,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,0,0,0,-,0,-,-,-,0.0,0.0
53309,37,서유신,키움,0.000,6,8,7,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0.000,0.125,0.125,0,0.0,0.0,0,2,1,2.00,0,0.25,4.38,0.000,-0.3,0.056
69045,37,알칸타라,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,0,0,0,-,0,-,-,-,0.0,0.0
53302,37,이승원,키움,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,0,0,2,0.00,0,-,2.50,0.000,-0.2,0.0
55301,37,이준우,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,0,0,0,-,0,-,-,-,0.0,0.0
52330,37,주승우,키움,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,0,0,0,-,0,-,-,-,0.0,0.0
